"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0553062042";"Daybreakers Louis Lamour Collection";"Louis Lamour";"1981";"Bantam Doubleday Dell";"http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553062042.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553062042.01.LZZZZZZZ.jpg"
"0316769487";"The Catcher in the Rye";"J.D. Salinger";"1991";"Little, Brown";"http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg"
"8445071408";"El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish))";"J. R. R. Tolkien";"2001";"Minotauro";"http://images.amazon.com/images/P/8445071408.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8445071408.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8445071408.01.LZZZZZZZ.jpg"
"8445071769";"El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback))";"J. R. R. Tolkien";"2001";"Minotauro";"http://images.amazon.com/images/P/8445071769.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8445071769.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8445071769.01.LZZZZZZZ.jpg"
"8445071777";"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)";"J. R. R. Tolkien";"2001";"Distribooks";"http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8445071777.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8445071777.01.LZZZZZZZ.jpg"
"0679429220";"Midnight in the Garden of Good and Evil: A Savannah Story";"John Berendt";"1994";"Random House";"http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg"
"0671867156";"Pretend You Don't See Her";"Mary Higgins Clark";"1998";"Pocket";"http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg"
"0312252617";"Fast Women";"Jennifer Crusie";"2001";"St. Martin's Press";"http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg"
"0312261594";"Female Intelligence";"Jane Heller";"2001";"St. Martin's Press";"http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg"
"0316748641";"Pasquale's Nose: Idle Days in an Italian Town";"Michael Rips";"2002";"Back Bay Books";"http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316748641.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg"
"0316973742";"The Gospel of Judas: A Novel";"Simon Mawer";"2002";"Back Bay Books";"http://images.amazon.com/images/P/0316973742.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316973742.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg"
"0385235941";"Prize Stories, 1987: The O'Henry Awards";"William Abrahams";"1987";"Doubleday Books";"http://images.amazon.com/images/P/0385235941.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385235941.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385235941.01.LZZZZZZZ.jpg"
"0446677450";"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!";"Robert T. Kiyosaki";"2000";"Warner Books";"http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg"
"0451166892";"The Pillars of the Earth";"Ken Follett";"1996";"Signet Book";"http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg"
"0553347594";"McDonald's: Behind the Arches";"John F. Love";"1995";"Bantam";"http://images.amazon.com/images/P/0553347594.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553347594.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg"
"0671621009";"Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!";"Robert G. Allen";"1986";"Fireside";"http://images.amazon.com/images/P/0671621009.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671621009.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg"
"067976397X";"Corelli's Mandolin : A Novel";"LOUIS DE BERNIERES";"1995";"Vintage";"http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg"
"0684822733";"Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans";"Pam Proctor";"1996";"Fireside";"http://images.amazon.com/images/P/0684822733.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684822733.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg"
"0786868716";"The Five People You Meet in Heaven";"Mitch Albom";"2003";"Hyperion";"http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg"
"8472238822";"Tu Nombre Escrito En El Agua (La Sonrisa Vertical)";"Irene Gonzalez Frei";"2002";"Tusquets";"http://images.amazon.com/images/P/8472238822.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8472238822.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8472238822.01.LZZZZZZZ.jpg"
"0671864769";"Relics (Star Trek: The Next Generation)";"Michael Jan Friedman";"1992";"Star Trek";"http://images.amazon.com/images/P/0671864769.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671864769.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671864769.01.LZZZZZZZ.jpg"
"0671521519";"Bless The Beasts And Children : Bless The Beasts And Children";"Glendon Swarthout";"1995";"Pocket";"http://images.amazon.com/images/P/0671521519.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671521519.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671521519.01.LZZZZZZZ.jpg"
"0440222303";"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)";"Neal Barrett Jr.";"1996";"Dell";"http://images.amazon.com/images/P/0440222303.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg"
"0312953453";"Blood Oath";"David Morrell";"1994";"St. Martin's Press";"http://images.amazon.com/images/P/0312953453.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312953453.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312953453.01.LZZZZZZZ.jpg"
"0446608653";"The Alibi";"Sandra Brown";"2000";"Warner Books";"http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg"
"0446612545";"The Beach House";"James Patterson";"2003";"Warner Books";"http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg"
"0446612618";"A Kiss Remembered";"Sandra Brown";"2003";"Warner Books";"http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg"
"0451208080";"The Short Forever";"Stuart Woods";"2003";"Signet Book";"http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg"
"0553584383";"Dead Aim";"IRIS JOHANSEN";"2004";"Bantam Books";"http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg"
"0671027360";"Angels &amp; Demons";"Dan Brown";"2001";"Pocket Star";"http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg"
"0812575954";"The Deal";"Joe Hutsko";"2000";"Tor Books (Mm)";"http://images.amazon.com/images/P/0812575954.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg"
"0316735736";"All He Ever Wanted: A Novel";"Anita Shreve";"2004";"Back Bay Books";"http://images.amazon.com/images/P/0316735736.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg"
"0743439740";"Every Breath You Take : A True Story of Obsession, Revenge, and Murder";"Ann Rule";"2002";"Pocket";"http://images.amazon.com/images/P/0743439740.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg"
"0345372700";"If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground";"LEWIS GRIZZARD";"1991";"Ballantine Books";"http://images.amazon.com/images/P/0345372700.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345372700.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg"
"0380619458";"The Mosquito Coast";"Paul Theroux";"1990";"Harper Mass Market Paperbacks (Mm)";"http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg"
"0446325805";"If Love Were Oil, I'd Be About a Quart Low";"Lewis Grizzard";"1994";"Warner Books (Mm)";"http://images.amazon.com/images/P/0446325805.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg"
"0451406923";"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims";"Charles Hickey";"1996";"Onyx Books";"http://images.amazon.com/images/P/0451406923.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg"
"0671042858";"The Girl Who Loved Tom Gordon";"Stephen King";"2000";"Pocket";"http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg"
"0743249992";"Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions";"Ben Mezrich";"2003";"Free Press";"http://images.amazon.com/images/P/0743249992.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg"
"0840734530";"The Oneprince (The Redaemian Chronicles, Book 1)";"Bill Hand";"1992";"Thomas Nelson Inc";"http://images.amazon.com/images/P/0840734530.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg"
"0425184226";"The Sum of All Fears";"Tom Clancy";"2002";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg"
"0375500766";"Care Packages : Letters to Christopher Reeve from Strangers and Other Friends";"DANA REEVE";"1999";"Random House";"http://images.amazon.com/images/P/0375500766.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg"
"9724119378";"O Deus Das Pequenas Coisas";"Roy";"1998";"Edicoes Asa";"http://images.amazon.com/images/P/9724119378.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg"
"0451205197";"Lady in Green/Minor Indiscretions (Signet Regency Romance)";"Barbara Metzger";"2002";"Signet Book";"http://images.amazon.com/images/P/0451205197.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg"
"0060929790";"One Hundred Years of Solitude";"Gabriel Garcia Marquez";"1998";"Perennial";"http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg"
"0060976845";"Little Altars Everywhere: A Novel";"Rebecca Wells";"1996";"Perennial";"http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg"
"0061099325";"Coyote Waits (Joe Leaphorn/Jim Chee Novels)";"Tony Hillerman";"1992";"HarperTorch";"http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg"
"0671004573";"Before I Say Good-Bye";"Mary Higgins Clark";"2001";"Pocket";"http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg"
"0446601640";"Slow Waltz in Cedar Bend";"Robert James Waller";"1994";"Warner Books";"http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg"
"0330484516";"Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title)";"Rachel Harris";"2001";"Pan Macmillan";"http://images.amazon.com/images/P/0330484516.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330484516.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg"
"038572179X";"Atonement : A Novel";"IAN MCEWAN";"2003";"Anchor";"http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg"
"0393020371";"Next: The Future Just Happened";"Michael Lewis";"2001";"W.W. Norton &amp; Company";"http://images.amazon.com/images/P/0393020371.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg"
"1900850303";"The Angelic Darkness";"Richard Zimler";"1999";"Arcadia Books";"http://images.amazon.com/images/P/1900850303.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg"
"1903019699";"The Soulbane Stratagem";"Norman Jetmundsen";"2000";"John Hunt Publishing, Ltd.";"http://images.amazon.com/images/P/1903019699.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1903019699.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg"
"0345425294";"Gangster";"Lorenzo Carcaterra";"2002";"Fawcett Books";"http://images.amazon.com/images/P/0345425294.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg"
"0451410319";"Hush";"Anne Frasier";"2002";"Onyx Books";"http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg"
"0553583468";"Whisper of Evil (Hooper, Kay. Evil Trilogy.)";"Kay Hooper";"2002";"Bantam Books";"http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg"
"8420639133";"Temor y Temblor";"Soren Kierkegaard";"2001";"Alianza";"http://images.amazon.com/images/P/8420639133.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8420639133.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg"
"8476409419";"Estudios sobre el amor";"Jose Ortega Y Gaset";"2001";"Downtown Book Center";"http://images.amazon.com/images/P/8476409419.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg"
"0380778556";"Rebecca";"Daphne Du Maurier";"1994";"Avon";"http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg"
"0451525221";"Scarlet Letter";"Nathaniel Hawthorne";"1993";"Signet Book";"http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg"
"0002740230";"Keep It Simple: And Get More Out of Life";"Nick Page";"1999";"Trafalgar Square";"http://images.amazon.com/images/P/0002740230.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg"
"0385336772";"Diary of a Mad Mom-To-Be";"Laura Wolf";"2003";"Delta";"http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg"
"0440949424";"Locked in Time (Laurel Leaf Books)";"LOIS DUNCAN";"1986";"Laure Leaf";"http://images.amazon.com/images/P/0440949424.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg"
"0505524996";"Contact";"Susan Grant";"2002";"Love Spell";"http://images.amazon.com/images/P/0505524996.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg"
"0140252800";"The Brimstone Wedding";"Barbara Vine";"1997";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140252800.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg"
"0451452755";"The Catswold Portal";"Shirley Rousseau Murphy";"1993";"Roc";"http://images.amazon.com/images/P/0451452755.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg"
"0812575482";"Through Wolf's Eyes (Wolf)";"Jane Lindskold";"2002";"Tor Fantasy";"http://images.amazon.com/images/P/0812575482.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg"
"044651747X";"Puerto Vallarta Squeeze";"Robert James Waller";"1995";"Warner Books";"http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg"
"0060801263";"Tree Grows In Brooklyn";"Betty Smith";"1988";"Harpercollins Publisher";"http://images.amazon.com/images/P/0060801263.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg"
"0061030147";"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think";"Cybill Shepherd";"2001";"Avon Books";"http://images.amazon.com/images/P/0061030147.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061030147.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg"
